Date,FinBERT_Sentiment,Combined_Titles
14-05-2023 00:00,-0.938444535,buy dr reddyrsquos laboratories target of rs kr choksey; neutral eicher motors target of rs motilal oswal; neutral eicher motors target of rs motilal oswal
15-05-2023 00:00,-0.482584985,buy cipla target of rs prabhudas lilladher; neutral cipla target of rs motilal oswal
17-05-2023 00:00,-2.34E-05,buy cipla target of rs kr choksey
18-05-2023 00:00,-0.999847412,hold dr reddyrsquos laboratories target of rs sharekhan
19-05-2023 00:00,-0.17443039,jsw steel q earnings net profit rises to rs crore; power grid q earnings consolidated net profit rises to rs crore; ntpc q results net profit down at rs crore
23-05-2023 00:00,-0.979657471,hold divis laboratories target of rs prabhudas lilladher; neutral jsw steel target of rs motilal oswal
24-05-2023 00:00,-0.094259157,hindalco reports rs crore consolidated net profit for q slumps as sales stagnate; buy bharat petroleum corporation target of rs prabhudas lilladher; reduce jsw steel target of rs sharekhan; hold cipla target of rs sharekhan; buy bharat petroleum corporation target of rs sharekhan; buy power grid corporation of india target of rs sharekhan; neutral divirsquos laboratories target of rs motilal oswal; buy ntpc target of rs sharekhan
26-05-2023 00:00,0.999999404,grasim q net profit slumps to rs crore sharply below estimate
28-05-2023 00:00,-9.98E-05,buy hindalco target of rs motilal oswal
30-05-2023 00:00,-0.501557971,adani ports net profit rises to rs crore in q; buy grasim industries target of rs sharekhan; buy tata consumer products target of rs kr choksey; after reliancebp nayara energy sells petrol diesel at re less than psus
01-06-2023 00:00,1.51E-05,reliances operating performance to remain resilient sampampp
13-06-2023 00:00,-0.015689944,buy hero motocorp target of rs prabhudas lilladher; buy hero motocorp target of rs motilal oswal
15-06-2023 00:00,-0.502370565,ntpc can acquire stranded thermal power plants rather investing in new projects ieefa; buy britannia industries target of rs emkay global financial
19-06-2023 00:00,-0.999989152,grasim lubrizol set to begin work on cpvc resin plant in gujarat
20-06-2023 00:00,-0.622561395,buy tata consumer products target of rs sharekhan
21-06-2023 00:00,-0.995565712,neutral tata steel target of rs motilal oswal
23-06-2023 00:00,-0.999846558,tata steel says it wonrsquot reach emissions goal with current tech; bpcl in talks with rosneft to buy oil priced on dubai benchmark report; adani enterprises says jv raised million to build data center
27-06-2023 00:00,-0.995273113,neutral wipro target of rs motilal oswal
28-06-2023 00:00,-0.554558113,accumulate asian paints target of rs kr choksey; kotak mahindra bank customers can now use rupay credit cards on upi
05-07-2023 00:00,-0.01846916,buy dr reddyrsquos laboratories target of rs sharekhan; buy hero motocorp target of rs prabhudas lilladher
06-07-2023 00:00,0.33862403,reduce eicher motors target of rs hdfc securities
07-07-2023 00:00,-0.999341905,cipla recalls six batches of bronchospasm treatment inhalation aerosol in us
11-07-2023 00:00,-3.26E-06,dr reddys to enhance presence in emerging segments like nutraceuticals gene therapy
12-07-2023 00:00,-0.174380658,eicher motors q pat seen up yoy to rs cr nirmal bang; tata consumer q pat seen up yoy to rs cr nirmal bang; asian paints q pat seen up yoy to rs cr nirmal bang; cipla q pat seen up yoy to rs cr nirmal bang; dr reddys laboratories q pat seen up yoy to rs cr nirmal bang; accumulate titan company target of rs prabhudas lilladher
13-07-2023 00:00,-0.325801647,buy tata consultancy services target of rs religare retail research; buy hcl technologies target of rs religare retail research; hold hcl tech target of rs axis securities; buy tcs target of rs motilal oswal; buy hcl technologies target of rs sharekhan; buy hcl technologies target of rs motilal oswal
14-07-2023 00:00,-0.996364033,hold wipro target of rs axis securities; tata steel offers rs lakh funding for rampampd projects in low carbon segment; neutral wipro target of rs motilal oswal; hold wipro target of rs sharekhan; hold wipro target of rs religare retail research
16-07-2023 00:00,-0.75418222,buy tata consultancy services target of rs kr choksey
17-07-2023 00:00,0.198264008,kotak mahindra q net profit seen up yoy to rs cr prabhudas lilladher; kotak mahindra q net profit may dip yoy to rs cr krchoksey; ltimindtree q preview revenue growth likely to be muted amid macro headwinds deal wins eyed; makes sense to buy it now eicher oversold religarersquos siddharth bhamre on his picks; ltimindtree q results net profit up at rs crore revenue jumps
18-07-2023 00:00,-0.116572702,indusind bank q preview net profit may spike on healthy loan growth; buy ltimindtree target of rs hdfc securities; buy hdfc bank target of rs lkp research; buy hdfc bank target of rs prabhudas lilladher; indusind bank q results net profit jumps yoy to rs crore asset quality stays healthy; buy ltimindtree target of rs yes securities; buy hdfc bank target of rs motilal oswal; neutral ltimindtree target of rs motilal oswal
19-07-2023 00:00,-0.15850592,buy indusind bank target of rs icici securities; buy indusind bank target of rs motilal oswal; buy indusind bank target of rs emkay global financial; buy indusind bank target of rs sharekhan; buy indusind bank target of rs lkp research; reduce indusind bank target of rs hdfc securities
20-07-2023 00:00,-0.501790496,buy indusind bank target of rs kr choksey; ril q preview net profit seen at rs crore
21-07-2023 00:00,0.513726127,it stocks spiral lower as infosys sours sentiment; kotak mahindra bank q preview net profit may spike margins face pressure; buy infosys target of rs religare retail research; reliance on track to create jio financial services ambani sees boost to inclusion; reduce infosys target of rs sharekhan; buy hindustan unilever target of rs sharekhan; reliance in q a look at profits capex booming businesses and challenges
22-07-2023 00:00,0.017492058,accumulate hindustan unilever target of rs religare retail research; accumulate infosys target of rs kr choksey; reduce jsw steel target of rs sharekhan; buy ultratech cement target of rs sharekhan; buy ultratech cement target of rs hdfc securities; tata steel q may report loss on weak realisations global headwinds; kotak mahindra bank q results consolidated net profit up at rs crore; buy hindustan unilever target of rs motilal oswal; buy infosys target of rs motilal oswal
23-07-2023 00:00,-0.404183734,neutral hdfc life insurance target of rs motilal oswal; neutral jsw steel target of rs motilal oswal; buy ultratech cement target of rs motilal oswal; hdfc bank expects credit growth this year; market outlook after it pain bulls look to banks to resume record run
24-07-2023 00:00,-0.167883759,neutral kotak mahindra bank target of rs motilal oswal; buy icici bank target of rs motilal oswal; tata steel q results net profit plummets yoy as europe weighs down earnings; buy kotak mahindra bank target of rs sharekhan; buy icici bank target of rs sharekhan; itc dethrones india unilever unit to become no consumer stock; buy icici bank target of rs hdfc securities; reduce ultratech cement target of rs icici securities; buy icici bank target of rs axis securities; buy ultratech cement target of rs axis securities; buy kotak mahindra bank target of rs lkp research; buy kotak mahindra bank target of rs prabhudas lilladher; buy icici bank target of rs prabhudas lilladher; hold kotak mahindra bank target of rs icici securities
25-07-2023 00:00,-0.198948885,asian paints net profit jumps on doubledigit volume growth in indian decorative business; tata consumer products preview i net profit to grow to rs crore in q; hold kotak mahindra bank target of rs emkay global financial; buy ultratech cement target of rs emkay global financial; accumulate ultratech cement target of rs religare retail research; buy hdfc life insurance company target of rs religare retail research; buy icici bank target of rs religare retail research; buy icici bank target of rs emkay global financial
26-07-2023 00:00,0.111849895,tata consumer q net profit jumps to rs crore revenue up exceeded estimates; nestle india q preview i net profit to grow nearly to rs crore in q; dr reddyrsquos q results net profit rises to rs crore beats estimates; tata motors hits week high on q cheer a shares on fire; buy hdfc bank target of rs geojit; buy hindustan unilever target of rs kr choksey; mc interview first quarters have been tough but too soon to give up on debt reduction goal says tata; buy icici bank target of rs lkp research
27-07-2023 00:00,-0.21079958,buy sbi life insurance company target of rs religare retail research; buy bajaj auto target of rs axis securities; buy sbi life insurance target of rs axis securities; buy asian paints target of rs religare retail research; hold asian paints target of rs prabhudas lilladher; reduce bajaj auto target of rs prabhudas lilladher; buy tata motors target of rs prabhudas lilladher; bajaj finserv q net profit up on customer franchise growth; tata consumer shares fall despite positive q numbers brokerages remain bullish; nestle net profit jumps to rs crore revenue up
28-07-2023 00:00,-0.365653483,neutral bajaj auto target of rs motilal oswal; neutral asian paints target of rs motilal oswal; neutral tata steel target of rs motilal oswal; buy sbi life insurance target of rs motilal oswal; buy sbi life target of rs emkay global financial; buy tata motors target of rs motilal oswal; hold bajaj auto target of rs emkay global financial; reduce bajaj auto target of rs hdfc securities; buy sbi life insurance target of rs hdfc securities; hold asian paints target of rs sharekhan; buy tata motors target of rs sharekhan; buy bajaj auto target of rs sharekhan; nestle gains on doubledigit growth in all categories in q brokerage views mixed; buy tata motors target of rs emkay global financial
29-07-2023 00:00,-0.220651102,buy tata consumer products target of rs icici securities; buy cipla target of rs sharekhan; buy axis bank target of rs hdfc securities; buy sbi life insurance company target of rs icici securities; buy cipla target of rs icici securities; reduce asian paints target of rs icici securities; buy axis bank target of rs icici securities; harleydavidson xs online bookings close august deliveries from october; ntpc q result net profit rises yoy to rs crore; buy bajaj auto target of rs lkp research; buy indusind bank target of rs geojit; buy axis bank target of rs emkay global financial; buy cipla target of rs prabhudas lilladher; buy axis bank target of rs prabhudas lilladher; reduce dr reddys laboratories target of rs prabhudas lilladher
30-07-2023 00:00,-0.527828053,buy axis bank target of rs motilal oswal; neutral cipla target of rs motilal oswal
31-07-2023 00:00,-0.682410304,accumulate itc target of rs prabhudas lilladher; accumulate nestle india target of rs prabhudas lilladher; buy tata consumer products target of rs motilal oswal; neutral bpcl target of rs motilal oswal; buy hdfc bank target of rs motilal oswal; hold nestle india target of rs sharekhan; buy tata consumer products target of rs sharekhan; accumulate bajaj auto target of rs kr choksey; buy kotak mahindra bank target of rs kr choksey; power grid q profit falls board approves bonus shares and fund raising; neutral nestleacute india target of rs motilal oswal
01-08-2023 00:00,0.000198972,bajaj auto sales dip in july; coal india embarks on overseas acquisition of critical mineral assets; coal india output grows to mt in july
02-08-2023 00:00,0.198094095,titan q results net profit falls to rs crore revenue up misses estimates; buy tata motors target of rs kr choksey; buy sbi life insurance target of rs kr choksey
03-08-2023 00:00,0.043953382,adani enterprises q results net profit up at rs crore revenue down; sun pharmanbspq results net profit down to rs crore lags estimate; buy maruti suzuki target of rs motilal oswal; neutral jsw steel target of rs motilal oswal
04-08-2023 00:00,-0.00245585,britannia q results net profit jumps to rs crore misses estimates; buy ntpc target of rs sharekhan; tata motors launches punch icng price starts at rs lakh; buy power grid corporation of india target of rs sharekhan
06-08-2023 00:00,-0.398305958,accumulate titan company target of rs prabhudas lilladher; buy titan company target of rs sharekhan; hold titan company target of rs emkay global financial; buy titan company target of rs motilal oswal; buy sun pharma target of rs motilal oswal
07-08-2023 00:00,-0.114130153,buy sun pharmaceutical industries target of rs prabhudas lilladher; buy eicher motors target of rs emkay global financial; reduce eicher motors target of rs hdfc securities; buy eicher motors target of rs sharekhan; buy eicher motors target of rs yes securities; accumulate eicher motors target of rs prabhudas lilladher
08-08-2023 00:00,0.447976395,suzuki motor corps stake in maruti to increase to; coal india q preview qfy could see a yoy net profit drop and a revenue decline
09-08-2023 00:00,-0.177839183,tata motors jlr have extensive plans for electric vehicles n chandrasekaran; buy state bank of india target of rs lkp research; buy axis bank target of rs lkp research; buy state bank of india target of rs emkay global financial; buy mahindra and mahindra target of rs emkay global financial; buy britannia industries target of rs emkay global financial
10-08-2023 00:00,-0.284106854,hero motocorp q fy pat up at rs crore revenue up at rs crore; buy britannia industries target of rs axis securities; hold britannia industries target of rs prabhudas lilladher; grasim q preview net profit may slump on higher base last year; accumulate nestle india target of rs kr choksey; neutral britannia industries target of rs motilal oswal; buy britannia industries target of rs sharekhan
11-08-2023 00:00,-0.502273006,itc bets big on fmcg business for growth; verizon signs technology deal with hcltech
12-08-2023 00:00,-5.88E-05,buy coal india target of rs motilal oswal; buy hindalco target of rs motilal oswal; buy coal india target of rs sharekhan; buy asian paints target of rs geojit
14-08-2023 00:00,0.256968617,divis labs q preview base effect to pressure earnings brokerages predict sequential recovery; lexmark tcs partner to transform digital core; divis labs q results net profit slumps to rs crore lags estimate; buy bajaj finserv target of rs kr choksey
15-08-2023 00:00,-0.244710069,buy grasim industries target of rs sharekhan; cricket australia extends ties with hcl tech to speed up digital transformation; infosys wins billion deal from liberty global; mampampm aims to double tractor exports by fy hitches ride on oja range
16-08-2023 00:00,-0.657326211,mampampm expects to produce lakh evs from upcoming chakan plant by veejay nakra; buy grasim target of rs motilal oswal; coal india capex spending grows to rs crore in apriljuly; accumulate itc target of rs prabhudas lilladher; accumulate hero motocorp target of rs prabhudas lilladher; buy itc target of rs axis securities
17-08-2023 00:00,-0.609912187,hold divis laboratories target of rs prabhudas lilladher; reduce hero motocorp target of rs hdfc securities; q results more evidence of capex upcycle says jefferies; sbi offers relief to loan borrowers in manipur
18-08-2023 00:00,-0.987400234,mampampm gets rs lakh penalty notice for incorrect input tax credit claim by erstwhile arm
20-08-2023 00:00,-3.36E-07,buy itc target of rs sharekhan
21-08-2023 00:00,-0.59487627,icici bank bajaj finance tvs lampampt among top picks by jefferies herersquos why; neutral divirsquos laboratories target of rs motilal oswal; buy itc target of rs emkay global financial; buy itc target of rs motilal oswal; accumulate titan company target of rs prabhudas lilladher
24-08-2023 00:00,-0.499781918,buy mahindra and mahindra target of rs sharekhan; top distressed funds mull buying state bank of indiarsquos bad loans
25-08-2023 00:00,-0.478526831,india incrsquos q scorecard only nifty companies earned more than barbie
28-08-2023 00:00,-5.36E-06,buy ntpc target of rs sharekhan
29-08-2023 00:00,-0.293834175,maruti suzuki appoints arnab roy as cfo designate; itc chairman hopes india food export bans are shortlived; buy indusind bank target of rs sharekhan; maruti suzuki aiming to double production capacity by
30-08-2023 00:00,-0.984637856,tata motors mahindra gain certificates for productionlinked payouts
31-08-2023 00:00,-0.000529851,buy ultratech cement target of rs sharekhan
03-09-2023 00:00,-0.090865284,buy axis bank target of rs motilal oswal
04-09-2023 00:00,-0.66929601,maruti suzuki beats mampampm to lead suv league in august; volkswagen in advanced talks with mahindra on meb platform; ayana renewable power signs power purchase agreement with hindalco industries; buy coal india target of rs icici securities; hold kotak mahindra bank target of rs icici securities
05-09-2023 00:00,-0.620867096,tata steel to pay rs crore as annual bonus to employees; india raised stature of g gave recognition to its ability to influence people in the world rc bhargava
08-09-2023 00:00,-0.004916474,buy titan company target of rs motilal oswal; buy power grid corporation of india target of rs sharekhan
11-09-2023 00:00,-9.08E-05,buy hdfc bank target of rs emkay global financial
12-09-2023 00:00,-0.055061806,buy icici bank target of rs motilal oswal
13-09-2023 00:00,-7.23E-08,buy sbi life target of rs emkay global financial
14-09-2023 00:00,-0.999654353,adani enterprises arm to produce mw series wind turbine generators
15-09-2023 00:00,-0.448720396,reliance industries to temporarily shut some jamnagar units for maintenance; hdfc bank enters into colending pact with creditwise capital; micici bank limited
18-09-2023 00:00,-0.515391537,ntpc mining arm to explore battery minerals overseas; buy tata steel target of rs prabhudas lilladher
20-09-2023 00:00,-0.317752932,reduce hero motocorp target of rs hdfc securities; buy tata consultancy services target of rs sharekhan; buy hero motocorp target of rs sharekhan
21-09-2023 00:00,-0.983858585,mahindra ampamp mahindras canadabased associate firm winds up
22-09-2023 00:00,-0.000466699,buy hdfc bank target of rs prabhudas lilladher; buy hindalco target of rs motilal oswal
25-09-2023 00:00,-1.80E-05,buy infosys target of rs sharekhan; buy coal india target of rs sharekhan
26-09-2023 00:00,-0.999094933,cipla introduces dronepowered critical medicine delivery in himachal pradesh; poonawalla fincorp gets rbi nod to issue cobranded credit card with indusind bank
27-09-2023 00:00,-0.499237123,officials in states continue to function like licence raj days says maruti suzuki chairman rc bhargava; buy ntpc target of rs icici direct
29-09-2023 00:00,-0.999979079,ntpc inks pact with kendriya vidyalayas in arunachal for infra development
01-10-2023 00:00,-2.22E-06,ultratech cement q sales up to mt
03-10-2023 00:00,0.32775516,bajaj auto september sales down at units; ntpc logs growth in coal output in first half of this fiscal; buy state bank of india target of rs icici securities
04-10-2023 00:00,-6.97E-05,hcltech business finland team up to drive digital innovation in generative ai metaverse
05-10-2023 00:00,-0.999939531,govt extends tenure of sbi chairman dinesh khara till august; hindalco to sign pact with odisha mining corporation for longterm supply of bauxite ore
09-10-2023 00:00,-0.998192608,what to expect from it sectorrsquos q earnings
10-10-2023 00:00,-0.953126013,infineon tech onboards ltimindtree as strategic partner for sap transformation
11-10-2023 00:00,-0.999957979,coal india arm turns mining scrap into sculptures
12-10-2023 00:00,-0.285477932,coal india says trade unions defer strike plan; buy tcs target of rs motilal oswal; hold tata consultancy services target of rs icici securities; hdfc bank q net profit seen up yoy to rs cr motilal oswal; icici bank q net profit seen up yoy to rs cr motilal oswal; kotak mahindra bank q net profit seen up yoy to rs cr motilal oswal; infosys q results beat street but weak guidance sends adrs crashing in new york trading
13-10-2023 00:00,-0.079140209,hdfc bank q preview profits to grow while margins decline; fmcg q preview revenue growth to slow on patchy rains and food inflation; buy infosys target of rs yes securities; buy infosys target of rs emkay global financial; buy hcl tech target of rs emkay global financial; accumulate hcl technologies target of rs religare retail research; buy hcl technologies target of rs motilal oswal; buy infosys target of rs motilal oswal; buy hcl technologies target of rs sharekhan; hdfc life q preview ape to jump as nonpar grows margins to remain stable; reading the tea leaves takeaways from big itrsquos q results; buy infosys target of rs sharekhan
16-10-2023 00:00,-0.478031189,hdfc bank q earnings net profit rises to rs crore; buy hdfc life insurance company target of rs sharekhan; buy hdfc life insurance target of rs emkay global financial; hindalco q pat seen up yoy to rs cr icici securities; buy hdfc life insurance company target of rs icici securities; neutral hdfc life insurance target of rs motilal oswal; buy state bank of india target of rs hdfc securities; andhra pradesh cm jagan mohan reddy inaugurates infosys development centre in vizag
17-10-2023 00:00,-0.126730399,buy hdfc bank target of rs prabhudas lilladher; buy hdfc bank target of rs sharekhan; bajaj auto q preview profit expected to rise despite fall in sales volume; buy hdfc bank target of rs motilal oswal; why are analysts still bullish on hdfc bank despite a mixed q show; hindustan unilever q pat seen up yoy to rs cr nirmal bang; asian paints q pat seen up yoy to rs cr nirmal bang; accumulate tata consultancy services target of rs kr choksey
18-10-2023 00:00,-0.200464623,buy hdfc bank target of rs kr choksey; ultratech cement q pat seen up yoy to rs cr nirmal bang; buy eicher motors target of rs emkay global financial; itc q preview net profit likely to rise on robust cigarette fmcg hotels sales growth; tiger logistics india partners with icici bank to ease international trade
19-10-2023 00:00,-0.17976905,passing benefit to customers via price cuts not grammage increase says huls ritesh tiwari; witnessing market share loss in mass end of the market says hul ceo rohit jawa; buy indusind bank target of rs sharekhan; buy bajaj auto target of rs sharekhan; buy ltimindtree target of rs sharekhan; buy indusind bank target of rs icici securities; buy indusind bank target of rs prabhudas lilladher; accumulate nestle india target of rs prabhudas lilladher; reduce bajaj auto target of rs prabhudas lilladher; buy ltimindtree target of rs hdfc securities; reduce indusind bank target of rs hdfc securities
20-10-2023 00:00,-0.336224851,neutral bajaj auto target of rs motilal oswal; itc falls on fear of nearterm earnings volumes moderation but brokerages bullish; buy indusind bank target of rs motilal oswal; q earnings review the bigger they are the harder they stall; neutral ltimindtree target of rs motilal oswal
21-10-2023 00:00,-0.258329474,buy itc target of rs sharekhan; buy ultratech cement target of rs sharekhan; buy hindustan unilever target of rs sharekhan; buy hindustan unilever target of rs motilal oswal; reduce nestle india target of rs hdfc securities; buy ultratech cement target of rs hdfc securities; buy itc target of rs motilal oswal; accumulate itc target of rs prabhudas lilladher
23-10-2023 00:00,-0.118100496,neutral jsw steel target of rs motilal oswal; mc interview will be watchful of steel supplies getting diverted to india as demand remains strong jsw; reduce jsw steel target of rs sharekhan; buy icici bank target of rs prabhudas lilladher; buy kotak mahindra bank target of rs prabhudas lilladher; buy jsw steel target of rs prabhudas lilladher
25-10-2023 00:00,-0.599970442,hold kotak mahindra bank target of rs icici securities; neutral kotak mahindra bank target of rs motilal oswal; hold wipro target of rs sharekhan; buy icici bank target of rs sharekhan; buy icici bank target of rs hdfc securities
27-10-2023 00:00,-0.326032642,bpcl swings to profit in q beats estimates as soft crude prices improve marketing margins; buy itc target of rs kr choksey; neutral nestleacute india target of rs motilal oswal; cipla q results net profit up at rs crore beats estimate; buy axis bank target of rs motilal oswal; dr reddys q results net profit jumps yoy to rs cr tops estimate; buy axis bank target of rs emkay global financial; hold nestle india target of rs sharekhan; buy axis bank target of rs sharekhan; accumulate asian paints target of rs prabhudas lilladher; buy axis bank target of rs icici securities; sun pharma arm taro pharma reports q net profit at million revenue rises; bajaj finserv q results net profit rises onyear to rs cr revenue up
28-10-2023 00:00,-8.13E-09,ntpc q result net profit surges yoy to rs crore
29-10-2023 00:00,-0.254864864,hold asian paints target of rs sharekhan; neutral asian paints target of rs motilal oswal; reduce asian paints target of rs icici securities; reduce asian paints target of rs hdfc securities
30-10-2023 00:00,-0.293628207,buy hindustan unilever target of rs geojit; buy cipla target of rs prabhudas lilladher; buy maruti suzuki india target of rs sharekhan; accumulate hcl technologies target of rs kr choksey; zydus sun pharma ink licensing pact to comarket ckd treatment drug; buy maruti suzuki target of rs prabhudas lilladher; buy maruti suzuki target of rs hdfc securities; buy cipla target of rs motilal oswal; headwinds ahead unpacking fmcg firmsrsquo q results; neutral dr reddyrsquos labs target of rs motilal oswal; buy maruti suzuki target of rs motilal oswal
31-10-2023 00:00,-7.25E-05,britannia industries q net profit may rise onyear on flat revenue volume growth in focus; tata consumer products q net profit up marginally to rs crore revenue up exceeds
01-11-2023 00:00,-0.139106794,accumulate nestle india target of rs kr choksey; tata steel reports loss in q on impairment charge provisions weak uk performance; hero motocorp q results net profit jumps to rs crore beats estimates; hold ultratech cement target of rs icici securities; buy sbi life insurance company target of rs icici securities; buy kotak mahindra bank target of rs kr choksey; buy cipla target of rs icici securities; hero motocorp october sales up at units; sun pharma q results net profit up at rs nbspcrore beats estimate; tata motors total sales up at units in october; buy sbi life target of rs emkay global financial; mahindra reports highestever monthly sales in october at units; maruti suzuki reports highestever monthly sales at units in october; infosys asks some staff back in office days a month bucking global trend
02-11-2023 00:00,-0.005644679,neutral bpcl target of rs motilal oswal; adani enterprises q net profit plunges to rs crore
03-11-2023 00:00,-1.98E-09,titan company q net profit rises to rs crore revenue up beats estimates; mc interview india steel demand is strong as all engines are firing says tata steel md
04-11-2023 00:00,-2.63E-09,sbi beats the street with jump in q net profit at rs cr; divis labs q preview earnings likely to improve sequentially on better margins product mix
05-11-2023 00:00,-0.003541095,buy britannia industries target of rs emkay global financial; buy tata motors target of rs sharekhan
06-11-2023 00:00,-0.31981876,buy tata motors target of rs prabhudas lilladher; buy state bank of india target of rs prabhudas lilladher; divis lab q results net profit down to rs crore misses estimates; buy state bank of india target of rs emkay global financial; accumulate titan company target of rs prabhudas lilladher; accumulate hero motocorp target of rs prabhudas lilladher; buy sun pharmaceutical industries target of rs prabhudas lilladher; buy tata steel target of rs prabhudas lilladher; hold britannia industries target of rs prabhudas lilladher; buy state bank of india target of rs sharekhan
07-11-2023 00:00,-0.031050433,buy titan company target of rs motilal oswal; buy state bank of india target of rs motilal oswal; india being net importer steel a matter of concern tata steel ceo narendran; hcltech cisco team up to drive collaborative environment for hybrid workplaces; power grid q net profit inches up to rs crore on lower expenses
08-11-2023 00:00,-0.999948889,cil gives extension to debasish nanda as director business development; waaree energies ties up with ntpc for mw solar module supply
09-11-2023 00:00,-0.450002757,mampampm q preview revenue profit to jump on robust auto sales tractors a drag; adani ports q results profit rises to rs crore firm impacted by oneoff tax writeoff; jsw steels crude steel output grows in october; neutral divirsquos laboratories target of rs motilal oswal; reduce divis laboratories target of rs prabhudas lilladher; eicher motors q profit set to rise on higher sales price hikes
10-11-2023 00:00,-0.022272106,mampampm q results net profit jumps to rs cr on strong suv sales beats estimates; hindalco q net profit flat onyear at rs crore missed street estimates revenue falls; coal india q results net profit rises to rs crore interim dividend of rs declared; dr reddys acquires of o renewable energy for rs lakh
13-11-2023 00:00,-0.037424684,grasim industries q net profit rises to rs crore
14-11-2023 00:00,-0.996831357,hcltech names sonia eland as country manager for australia new zealand operations; buy adani ports and sez target of rs motilal oswal
15-11-2023 00:00,0.387255818,usfda flags cleanliness procedural issues at dr reddys bachupally unit in hyderabad
16-11-2023 00:00,-0.204786202,buy mahindra and mahindra target of rs prabhudas lilladher; dr reddyrsquos rolls out wearable migraine management device in india; buy hindalco target of rs motilal oswal; buy mahindra and mahindra target of rs motilal oswal; buy coal india target of rs motilal oswal
17-11-2023 00:00,-0.998506844,sbi to soon launch yono global app in singapore and us
18-11-2023 00:00,-0.114545545,will the rally in small psu bank shares sustain; buy hindalco industries target of rs prabhudas lilladher; accumulate eicher motors target of rs prabhudas lilladher
24-11-2023 00:00,-0.06725135,buy axis bank target of rs sharekhan; buy axis bank target of rs motilal oswal; buy axis bank target of rs emkay global financial
27-11-2023 00:00,-0.99977231,tata steel appoints akshay khullar as vpengineering and projects
30-11-2023 00:00,-0.999696285,frances smcp strikes deal with reliance to expand into india; nandan nilekani nikhil kamath on forbes asia heroes of philanthropy list
01-12-2023 00:00,-0.000154658,bajaj auto sales grow in november; mahindra ampamp mahindra sales rise to units in november; maruti suzuki total sales up to units in november; cils coal output rises to million tonnes during aprilnovember
04-12-2023 00:00,0.99990356,glenmark sun pharma recall drugs in the us over labelling and manufacturing concerns confirms usfda
05-12-2023 00:00,-0.99785912,us fda inspects dr reddys sun pharma torrent pharma laurus labs plants
06-12-2023 00:00,-0.998981436,suzuki motor gujarat achieves million cumulative production; ncert does not differentiate between india and bharat mos education tells rajya sabha; dr reddyrsquos signs pact with coya for investigational therapy of als
07-12-2023 00:00,-0.999968231,tata motors partners hdfc bank for commercial vehicle financing
11-12-2023 00:00,-0.999645352,moodys assigns jsw steel ba corporate family rating
12-12-2023 00:00,-0.749865638,tata motors reports highestever monthly retail sales in november; adani ports to raise million via nonconvertible debentures; disney reliance working on terms of india media operations merger; hindalco plans rs crore investment to set up battery foil manufacturing unit in odisha
13-12-2023 00:00,-0.999972165,sun pharmas specialty product ilumetri included in chinas national reimbursement drug list
14-12-2023 00:00,-0.640424192,zetwerk secures deal from ntpc for mw solar pv modules supply
15-12-2023 00:00,-0.998583198,bain capitalrsquos nominee to step down from axis bank board
18-12-2023 00:00,-0.499802284,tmt rebars demand to grow over next months tata steel vp; sun pharma to acquire in lyndra therapeutics for million
28-12-2023 00:00,-0.999471426,reliance to be among the worldrsquos top conglomerates mukesh ambani
29-12-2023 00:00,-0.999845922,power grid board approves raising rs crore via bonds
03-01-2024 00:00,-0.000197752,buy mahindra and mahindra target of rs motilal oswal
08-01-2024 00:00,-0.000103972,buy grasim industries target of rs sharekhan
09-01-2024 00:00,-0.625453348,jsw steel q pat seen up yoy to rs cr prabhudas lilladher; buy titan company ltd target of rs sharekhan; buy adani ports and sez target of rs motilal oswal
11-01-2024 00:00,0.499999247,tcs q results net profit rises to rs crore revenue tops estimates; tcs reports billion in deal wins for q misses guidance
12-01-2024 00:00,-0.390798533,wipro adrs jump to near monthhigh following q results; kotak mahindra bank q net profit seen up yoy to rs cr motilal oswal; axis bank q net profit seen up yoy to rs cr motilal oswal; reliance industries to declare qfy financial results on january; reduce tcs target of rs emkay global financial; hold tata consultancy services target of rs icici securities; buy tcs target of rs motilal oswal; bpcl q pat seen up yoy to rs cr prabhudas lilladher; buy tata consultancy services target of rs sharekhan; hdfc life insurance q results net profit rises to rs crore
14-01-2024 00:00,-0.66197785,neutral hdfc life insurance target of rs motilal oswal; neutral wipro target of rs motilal oswal; buy hcl technologies target of rs motilal oswal
15-01-2024 00:00,-0.39837938,axis bank q net profit seen up yoy to rs cr emkay; neutral wipro target of rs yes securities; hold wipro target of rs sharekhan; buy hcl tech target of rs emkay global financial; buy hcl technologies target of rs sharekhan
16-01-2024 00:00,-0.311638494,buy hdfc life insurance company target of rs sharekhan; buy tata consumer products target of rs sharekhan
17-01-2024 00:00,0.122600405,buy hdfc bank target of rs sharekhan; asian paints growth supported by extended festive season says ceo amit syngle; hul q preview price cuts may hit topline weak festive demand to limit volumes; asian paints q net profit up to rs crore revenue up meets estimates; buy cipla target of rs motilal oswal; buy hdfc bank target of rs motilal oswal; buy hdfc bank target of rs prabhudas lilladher; buy hdfc bank target of rs emkay global financial
18-01-2024 00:00,-0.281714501,hold asian paints target of rs sharekhan; buy tata consumer target of rs motilal oswal; neutral asian paints target of rs motilal oswal; kotak mahindra bank q preview net profit to rise margin contraction to continue; buy tata consumer products target of rs kr choksey; buy hdfc bank target of rs lkp research
